Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price
-0.6811107342466095,1.4761283122035511,0.04552420186360124,-0.23166366385931583,-1.6842192703560621,-0.9534896520447923,17395.093064560457
-1.393569661282812,0.22178768507794186,-1.0470566428628285,1.3260395433076002,-1.6101886262361709,-0.23889311553098544,31607.60591926617
1.4562660468619977,0.6713098043506946,-1.0470566428628285,-1.0488194446681898,-1.2925101671237478,-1.6601379640677913,9291.023542338657
-1.393569661282812,1.443251286043162,0.04552420186360124,-0.23166366385931583,-1.041876607002809,1.2780689804340704,17436.72833420527
-1.393569661282812,0.7074985237914144,1.502298661498841,1.3260395433076002,0.5478427407322021,0.8388706047242147,32917.990718167515
0.7438071198257954,-1.1884428521338184,0.04552420186360124,-1.0488194446681898,-1.2391767534571996,1.5856551289951504,9543.719980129945
1.4562660468619977,0.2599156396630281,1.502298661498841,-1.0488194446681898,-1.3744890423057838,1.0136460359798043,10390.13731921554
1.4562660468619977,0.3639128558567211,-1.0470566428628285,-1.0488194446681898,0.8982401804928597,-0.6070835438985723,9214.484505999935
1.4562660468619977,-0.2601533534573342,-1.0470566428628285,-0.23166366385931583,0.5686368412597967,-0.8351145209056483,16372.175283874409
-1.393569661282812,0.8073221198305768,1.502298661498841,-0.23166366385931583,-0.2609013318077708,0.7230385059742286,18501.83273321414
-0.6811107342466095,1.483814390667246,-1.0470566428628285,1.3260395433076002,0.14021409167175317,-0.4324877846284532,31967.607631536364
1.4562660468619977,1.4537414575239267,1.502298661498841,-0.23166366385931583,-0.6949357949221029,0.26754812562460023,18534.108629919712
-1.393569661282812,-0.16886406749923064,-0.6828630279540187,-0.23166366385931583,-0.09488817533560864,-1.6720166614161003,17495.98363758707
0.7438071198257954,-1.3227721136334196,0.04552420186360124,-1.0488194446681898,-0.009826044492391686,-1.479333201110814,9731.982415267874
-0.6811107342466095,1.6563331660764893,-0.6828630279540187,-1.0488194446681898,-0.4301194249787543,0.16070091875229447,9831.389961542602
0.7438071198257954,1.157505350369564,1.502298661498841,-1.0488194446681898,1.3974214706648473,0.267051527164457,11038.928125612205
-0.6811107342466095,-1.283723159524747,0.04552420186360124,-1.0488194446681898,-1.7362865681775945,0.9091699184332577,8971.512504748447
-1.393569661282812,1.4375860211880551,1.502298661498841,-1.0488194446681898,0.9596542382455866,-1.2365934424762064,10915.05717304083
0.03134819278959294,1.2634562366408824,0.04552420186360124,-1.0488194446681898,-1.3551048285295442,0.08385764970080782,9637.891638203962
-0.6811107342466095,0.06355276454418018,0.04552420186360124,-1.0488194446681898,1.0137627619764493,-1.0201689686015396,9593.110592180388
0.7438071198257954,0.31114087424630515,0.04552420186360124,1.3260395433076002,0.37458719658059536,-1.37088107904577,31965.356609806408
-1.393569661282812,-0.346039757353087,0.04552420186360124,1.3260395433076002,1.1746893117549293,-0.27182762152604784,32025.836689022144
-0.6811107342466095,-1.5226421717717313,1.502298661498841,1.3260395433076002,-1.4496551640749367,-1.1279303400916412,32764.274431192796
0.03134819278959294,-0.564124316485032,0.04552420186360124,1.3260395433076002,0.17424588038755826,-0.9254890919954221,32114.82080257049
0.03134819278959294,1.0343061965649885,0.04552420186360124,-1.0488194446681898,-0.0294788589929082,-0.5937547176203323,9929.514355970863
1.4562660468619977,-1.693983226030973,-0.6828630279540187,1.3260395433076002,0.6922871923436293,-0.7952290506168788,31623.8142296768
1.4562660468619977,-0.5699282527711904,-1.0470566428628285,-1.0488194446681898,0.08736142198311403,-1.3902949003171141,9264.933977469056
0.7438071198257954,-0.34889037166897124,-1.0470566428628285,1.3260395433076002,0.11003792704106072,-1.3822418144081998,31549.79984535232
-0.6811107342466095,0.12698172588805084,-0.6828630279540187,-0.23166366385931583,-0.2810591553811188,-1.0243193603235605,16729.550875026107
-0.6811107342466095,1.4342150021103524,-0.6828630279540187,1.3260395433076002,-0.7060192319107451,-1.5185656525349756,31747.60460557713
1.4562660468619977,-0.526018318392252,1.502298661498841,1.3260395433076002,-0.09571886746263002,0.4762126406629755,32817.51657673146
